x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.20,2024-08-20 00:00:00,AB,2024,8,20,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.21,2024-08-21 00:00:00,AB,2024,8,21,18.7,,12.9,,24.4,,0,,,,,,,,34,,31,,0.7,,0,,38,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.22,2024-08-22 00:00:00,AB,2024,8,22,15.9,,11.9,,19.8,,0,,,,,,,,,,,,0,,2.1,,58,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.23,2024-08-23 00:00:00,AB,2024,8,23,20.9,,13.2,,28.7,,0,,,,,,,,12,,35,,2.9,,0,,30,,83,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.24,2024-08-24 00:00:00,AB,2024,8,24,17.3,,12.8,,21.7,,9.2,,,,,,,,28,,48,,0,,0.7,,55,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.25,2024-08-25 00:00:00,AB,2024,8,25,16.9,,10.6,,23.2,,4.1,,,,,,,,29,,36,,0,,1.1,,39,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.26,2024-08-26 00:00:00,AB,2024,8,26,19.5,,12.8,,26.2,,0,,,,,,,,19,,35,,1.5,,0,,28,,72,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.27,2024-08-27 00:00:00,AB,2024,8,27,16.6,,12,,21.2,,7,,,,,,,,33,,39,,0,,1.4,,39,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.28,2024-08-28 00:00:00,AB,2024,8,28,15.4,,11.8,,19.1,,1.3,,,,,,,,35,,40,,0,,2.6,,55,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.29,2024-08-29 00:00:00,AB,2024,8,29,16.1,,8.3,,23.9,,0.2,,,,,,,,30,,45,,0,,1.9,,37,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.30,2024-08-30 00:00:00,AB,2024,8,30,16.9,,10.4,,23.4,,0,,,,,,,,33,,37,,0,,1.1,,36,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.8.31,2024-08-31 00:00:00,AB,2024,8,31,19.2,,13,,25.3,,0,,,,,,,,,,,,1.2,,0,,37,,72,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.1,2024-09-01 00:00:00,AB,2024,9,1,21.7,,12.8,,30.6,,0,,,,,,,,,,,,3.7,,0,,26,,83,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.2,2024-09-02 00:00:00,AB,2024,9,2,22.8,,14,,31.5,,0,,,,,,,,31,,31,,4.8,,0,,24,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.3,2024-09-03 00:00:00,AB,2024,9,3,19.5,,15,,24.1,,0.5,,,,,,,,,,,,1.5,,0,,41,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.4,2024-09-04 00:00:00,AB,2024,9,4,16.4,,12.2,,20.6,,0,,,,,,,,32,,31,,0,,1.6,,30,,73,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.5,2024-09-05 00:00:00,AB,2024,9,5,17.3,,8.5,,26,,0,,,,,,,,,,,,0,,0.7,,27,,77,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.6,2024-09-06 00:00:00,AB,2024,9,6,21.9,,11.6,,32.1,,,M,,,,,,,,,,,3.9,,0,,20,,71,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.7,2024-09-07 00:00:00,AB,2024,9,7,22.3,,13.7,,30.9,,0,,,,,,,,,,,,4.3,,0,,25,,73,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.8,2024-09-08 00:00:00,AB,2024,9,8,21.8,,12.8,,30.8,,0,,,,,,,,,,,,3.8,,0,,24,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.9,2024-09-09 00:00:00,AB,2024,9,9,15.4,,10.2,,20.6,,0,,,,,,,,32,,46,,0,,2.6,,31,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.10,2024-09-10 00:00:00,AB,2024,9,10,12.7,,5.4,,20.1,,0,,,,,,,,,,,,0,,5.3,,32,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.11,2024-09-11 00:00:00,AB,2024,9,11,13.9,,9,,18.7,,1.3,,,,,,,,10,,38,,0,,4.1,,41,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.12,2024-09-12 00:00:00,AB,2024,9,12,11.8,,9.9,,13.7,,5,,,,,,,,,,,,0,,6.2,,74,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.13,2024-09-13 00:00:00,AB,2024,9,13,14.4,,9.9,,19,,0,,,,,,,,33,,34,,0,,3.6,,48,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.14,2024-09-14 00:00:00,AB,2024,9,14,13.3,,8.1,,18.5,,1.4,,,,,,,,36,,31,,0,,4.7,,50,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.15,2024-09-15 00:00:00,AB,2024,9,15,14.3,,8.1,,20.4,,0.2,,,,,,,,27,,37,,0,,3.7,,37,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.16,2024-09-16 00:00:00,AB,2024,9,16,14.5,,7.1,,21.8,,0.2,,,,,,,,,,,,0,,3.5,,30,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.17,2024-09-17 00:00:00,AB,2024,9,17,15.8,,7.3,,24.3,,0,,,,,,,,,,,,0,,2.2,,30,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.18,2024-09-18 00:00:00,AB,2024,9,18,15.5,,8.7,,22.2,,0,,,,,,,,32,,32,,0,,2.5,,41,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.19,2024-09-19 00:00:00,AB,2024,9,19,13.1,,7.9,,18.3,,0,,,,,,,,,,,,0,,4.9,,33,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.20,2024-09-20 00:00:00,AB,2024,9,20,10.6,,6.8,,14.3,,0,,,,,,,,32,,42,,0,,7.4,,56,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.21,2024-09-21 00:00:00,AB,2024,9,21,10,,3.2,,16.9,,0,,,,,,,,,,,,0,,8,,36,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.22,2024-09-22 00:00:00,AB,2024,9,22,15.3,,9.5,,21.2,,1.9,,,,,,,,,,,,0,,2.7,,40,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.23,2024-09-23 00:00:00,AB,2024,9,23,15,,9.1,,20.9,,0.5,,,,,,,,,,,,0,,3,,42,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.24,2024-09-24 00:00:00,AB,2024,9,24,18,,9.9,,26.1,,0,,,,,,,,,,,,0,,0,,31,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.25,2024-09-25 00:00:00,AB,2024,9,25,19.3,,14.5,,24.1,,0,,,,,,,,34,,46,,1.3,,0,,39,,73,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.26,2024-09-26 00:00:00,AB,2024,9,26,12.7,,8.2,,17.2,,10.7,,,,,,,,30,,52,,0,,5.3,,30,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.27,2024-09-27 00:00:00,AB,2024,9,27,14.6,,7.8,,21.4,,0,,,,,,,,27,,42,,0,,3.4,,24,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.28,2024-09-28 00:00:00,AB,2024,9,28,10.2,,4.3,,16,,0,,,,,,,,,,,,0,,7.8,,29,,71,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.29,2024-09-29 00:00:00,AB,2024,9,29,9,,5.6,,12.3,,0.5,,,,,,,,31,,45,,0,,9,,51,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.9.30,2024-09-30 00:00:00,AB,2024,9,30,8.5,,4,,13,,0,,,,,,,,31,,49,,0,,9.5,,28,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.1,2024-10-01 00:00:00,AB,2024,10,1,8,,4.2,,11.9,,0,,,,,,,,,,,,0,,10,,52,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.2,2024-10-02 00:00:00,AB,2024,10,2,6.9,,3.6,,10.2,,0,,,,,,,,30,,36,,0,,11.1,,51,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.3,2024-10-03 00:00:00,AB,2024,10,3,7.6,,2.9,,12.3,,0,,,,,,,,,,,,0,,10.4,,46,,80,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.4,2024-10-04 00:00:00,AB,2024,10,4,8.7,,5.3,,12.1,,0,,,,,,,,,,,,0,,9.3,,45,,79,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.5,2024-10-05 00:00:00,AB,2024,10,5,9.8,,4.7,,15,,0,,,,,,,,32,,40,,0,,8.2,,34,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.6,2024-10-06 00:00:00,AB,2024,10,6,10.7,,4,,17.5,,0,,,,,,,,,,,,0,,7.3,,39,,81,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.7,2024-10-07 00:00:00,AB,2024,10,7,13.8,,4.7,,23,,0,,,,,,,,,,,,0,,4.2,,30,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.8,2024-10-08 00:00:00,AB,2024,10,8,13.9,,6.3,,21.4,,0,,,,,,,,30,,60,,0,,4.1,,36,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.9,2024-10-09 00:00:00,AB,2024,10,9,8.1,,4.6,,11.6,,0,,,,,,,,,,,,0,,9.9,,52,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.10,2024-10-10 00:00:00,AB,2024,10,10,8.2,,3,,13.4,,0,,,,,,,,,,,,0,,9.8,,35,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.11,2024-10-11 00:00:00,AB,2024,10,11,7,,2.5,,11.6,,0.2,,,,,,,,,,,,0,,11,,49,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.12,2024-10-12 00:00:00,AB,2024,10,12,6.2,,-1.5,,14,,0,,,,,,,,,,,,0,,11.8,,32,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.13,2024-10-13 00:00:00,AB,2024,10,13,11.5,,5.2,,17.7,,0,,,,,,,,17,,37,,0,,6.5,,35,,59,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.14,2024-10-14 00:00:00,AB,2024,10,14,9.7,,3.7,,15.8,,0,,,,,,,,,,,,0,,8.3,,50,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.15,2024-10-15 00:00:00,AB,2024,10,15,9.5,,4.4,,14.5,,0,,,,,,,,,,,,0,,8.5,,39,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.16,2024-10-16 00:00:00,AB,2024,10,16,9.2,,5.8,,12.6,,0.6,,,,,,,,,,,,0,,8.8,,65,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.17,2024-10-17 00:00:00,AB,2024,10,17,6.8,,2.7,,10.9,,0,,,,,,,,31,,57,,0,,11.2,,33,,81,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.18,2024-10-18 00:00:00,AB,2024,10,18,6.1,,1.7,,10.5,,0,,,,,,,,19,,32,,0,,11.9,,32,,60,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.19,2024-10-19 00:00:00,AB,2024,10,19,8.7,,1,,16.3,,0,,,,,,,,30,,41,,0,,9.3,,34,,70,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.20,2024-10-20 00:00:00,AB,2024,10,20,7.7,,5,,10.5,,0.5,,,,,,,,29,,36,,0,,10.3,,62,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.21,2024-10-21 00:00:00,AB,2024,10,21,1.6,,-2.6,,5.8,,0.7,,,,,,,,33,,44,,0,,16.4,,75,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.22,2024-10-22 00:00:00,AB,2024,10,22,2.7,,-2.7,,8,,0,,,,,,,,,,,,0,,15.3,,37,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.23,2024-10-23 00:00:00,AB,2024,10,23,4.6,,0,,9.2,,0,,,,,,,,29,,37,,0,,13.4,,37,,66,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.24,2024-10-24 00:00:00,AB,2024,10,24,4.3,,0.6,,8.1,,0,,,,,,,,32,,50,,0,,13.7,,33,,68,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.25,2024-10-25 00:00:00,AB,2024,10,25,3.8,,-1.9,,9.6,,0,,,,,,,,,,,,0,,14.2,,27,,65,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.26,2024-10-26 00:00:00,AB,2024,10,26,2.9,,-1,,6.7,,0,,,,,,,,,,,,0,,15.1,,49,,79,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.27,2024-10-27 00:00:00,AB,2024,10,27,4.5,,0,,9,,0,,,,,,,,,,,,0,,13.5,,60,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.28,2024-10-28 00:00:00,AB,2024,10,28,1.1,,-1,,3.3,,0,,,,,,,,,,,,0,,16.9,,72,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.29,2024-10-29 00:00:00,AB,2024,10,29,2.3,,-1.3,,6,,0,,,,,,,,,,,,0,,15.7,,49,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.30,2024-10-30 00:00:00,AB,2024,10,30,1.8,,-4.1,,7.7,,0,,,,,,,,,,,,0,,16.2,,56,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.10.31,2024-10-31 00:00:00,AB,2024,10,31,-1.1,,-2.6,,0.4,,0,,,,,,,,,,,,0,,19.1,,82,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.1,2024-11-01 00:00:00,AB,2024,11,1,-1.2,,-2.2,,-0.2,,0,,,,,,,,,,,,0,,19.2,,81,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.2,2024-11-02 00:00:00,AB,2024,11,2,-1.7,,-3,,-0.3,,0.9,,,,,,,,,,,,0,,19.7,,84,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.3,2024-11-03 00:00:00,AB,2024,11,3,1.4,,-5.2,,8,,0.2,,,,,,,,,,,,0,,16.6,,41,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.4,2024-11-04 00:00:00,AB,2024,11,4,2,,-3.5,,7.6,,0,,,,,,,,,,,,0,,16,,35,,76,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.5,2024-11-05 00:00:00,AB,2024,11,5,0.4,,-3.1,,3.9,,1,,,,,,,,33,,39,,0,,17.6,,52,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.6,2024-11-06 00:00:00,AB,2024,11,6,3.5,,-3.7,,10.6,,0,,,,,,,,,,,,0,,14.5,,41,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.7,2024-11-07 00:00:00,AB,2024,11,7,9.7,,5.2,,14.3,,0,,,,,,,,24,,33,,0,,8.3,,46,,78,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.8,2024-11-08 00:00:00,AB,2024,11,8,9.1,,2.7,,15.6,,0,,,,,,,,36,,43,,0,,8.9,,41,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.9,2024-11-09 00:00:00,AB,2024,11,9,4.5,,1.6,,7.3,,0,,,,,,,,35,,43,,0,,13.5,,53,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.10,2024-11-10 00:00:00,AB,2024,11,10,-0.3,,-2.4,,1.8,,0,,,,,,,,15,,36,,0,,18.3,,82,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.11,2024-11-11 00:00:00,AB,2024,11,11,2.1,,1,,3.1,,0,,,,,,,,15,,31,,0,,15.9,,83,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.12,2024-11-12 00:00:00,AB,2024,11,12,3.8,,-1.8,,9.5,,0,,,,,,,,31,,33,,0,,14.2,,38,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.13,2024-11-13 00:00:00,AB,2024,11,13,0.3,,-4.2,,4.9,,0.2,,,,,,,,,,,,0,,17.7,,60,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.14,2024-11-14 00:00:00,AB,2024,11,14,-1.6,,-3.4,,0.2,,0,,,,,,,,,,,,0,,19.6,,83,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.15,2024-11-15 00:00:00,AB,2024,11,15,-1.2,,-2.8,,0.4,,2.6,,,,,,,,,,,,0,,19.2,,87,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.16,2024-11-16 00:00:00,AB,2024,11,16,-1.1,,-2.9,,0.6,,0,,,,,,,,,,,,0,,19.1,,78,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.17,2024-11-17 00:00:00,AB,2024,11,17,-0.8,,-4.7,,3.1,,0,,,,,,,,,,,,0,,18.8,,56,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.18,2024-11-18 00:00:00,AB,2024,11,18,-3.7,,-7,,-0.4,,0,,,,,,,,,,,,0,,21.7,,65,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.19,2024-11-19 00:00:00,AB,2024,11,19,-7.8,,-9.7,,-6,,0,,,,,,,,,,,,0,,25.8,,81,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.20,2024-11-20 00:00:00,AB,2024,11,20,-11.4,,-14.5,,-8.4,,0,,,,,,,,,,,,0,,29.4,,75,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.21,2024-11-21 00:00:00,AB,2024,11,21,-12.5,,-13.9,,-11.1,,3.2,,,,,,,,,,,,0,,30.5,,81,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.22,2024-11-22 00:00:00,AB,2024,11,22,-11.7,,-15.2,,-8.1,,0,,,,,,,,,,,,0,,29.7,,69,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.23,2024-11-23 00:00:00,AB,2024,11,23,-12.3,,-14.2,,-10.3,,13.4,,,,,,,,,,,,0,,30.3,,85,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.24,2024-11-24 00:00:00,AB,2024,11,24,-13.6,,-14.4,,-12.8,,0.2,,,,,,,,,,,,0,,31.6,,81,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.25,2024-11-25 00:00:00,AB,2024,11,25,-13.3,,-15.1,,-11.5,,0.2,,,,,,,,,,,,0,,31.3,,69,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.26,2024-11-26 00:00:00,AB,2024,11,26,-12.1,,-16.6,,-7.7,,0.2,,,,,,,,,,,,0,,30.1,,69,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.27,2024-11-27 00:00:00,AB,2024,11,27,-13.2,,-18.3,,-8.1,,0,,,,,,,,,,,,0,,31.2,,70,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.28,2024-11-28 00:00:00,AB,2024,11,28,-17.8,,-19.5,,-16.1,,0.2,,,,,,,,,,,,0,,35.8,,73,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.29,2024-11-29 00:00:00,AB,2024,11,29,-17.2,,-18.9,,-15.6,,0.2,,,,,,,,,,,,0,,35.2,,68,,79,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.11.30,2024-11-30 00:00:00,AB,2024,11,30,-17.3,,-18.6,,-15.9,,6.5,,,,,,,,,,,,0,,35.3,,75,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.1,2024-12-01 00:00:00,AB,2024,12,1,-19.5,,-25,,-14,,0,,,,,,,,,,,,0,,37.5,,70,,82,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.2,2024-12-02 00:00:00,AB,2024,12,2,-6.2,,-14.2,,1.8,,0,,,,,,,,,,,,0,,24.2,,65,,81,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.3,2024-12-03 00:00:00,AB,2024,12,3,,M,,M,,M,,M,,,,,,,,M,,M,,M,,M,,M,,M
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.4,2024-12-04 00:00:00,AB,2024,12,4,-8.2,,-11.6,,-4.9,,5.8,,,,,,,,,,,,0,,26.2,,73,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.5,2024-12-05 00:00:00,AB,2024,12,5,-0.6,,-7,,5.7,,0.2,,,,,,,,,,,,0,,18.6,,69,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.6,2024-12-06 00:00:00,AB,2024,12,6,3.3,,-0.9,,7.5,,0,,,,,,,,,,,,0,,14.7,,54,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.7,2024-12-07 00:00:00,AB,2024,12,7,1.7,,-1.3,,4.7,,1,,,,,,,,,,,,0,,16.3,,70,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.8,2024-12-08 00:00:00,AB,2024,12,8,0.1,,-1.1,,1.4,,5.3,,,,,,,,32,,37,,0,,17.9,,81,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.9,2024-12-09 00:00:00,AB,2024,12,9,-2.1,,-4.7,,0.5,,0.2,,,,,,,,31,,34,,0,,20.1,,67,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.10,2024-12-10 00:00:00,AB,2024,12,10,-8.4,,-12.2,,-4.6,,4.6,,,,,,,,,,,,0,,26.4,,79,,85,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.11,2024-12-11 00:00:00,AB,2024,12,11,-10,,-12,,-8,,0.2,,,,,,,,,,,,0,,28,,80,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.12,2024-12-12 00:00:00,AB,2024,12,12,-9.4,,-12.1,,-6.7,,0,,,,,,,,,,,,0,,27.4,,78,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.13,2024-12-13 00:00:00,AB,2024,12,13,-5.8,,-9,,-2.7,,0,,,,,,,,,,,,0,,23.8,,73,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.14,2024-12-14 00:00:00,AB,2024,12,14,-6.4,,-10,,-2.8,,0,,,,,,,,,,,,0,,24.4,,72,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.15,2024-12-15 00:00:00,AB,2024,12,15,-9.4,,-11.8,,-6.9,,0.2,,,,,,,,,,,,0,,27.4,,77,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2024.12.16,2024-12-16 00:00:00,AB,2024,12,16,-15.1,,-18.5,,-11.8,,0,,,,,,,,,,,,0,,33.1,,71,,86,
